Wyszukiwanie_Liniowe_Pesymistyczne_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
278000000		139000000		70
Wyszukiwanie_Binarne_Pesymistyczne_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
2000000		562		1
6000000		27		2
10000000		27		3
14000000		30		4
18000000		32		5
22000000		434		6
26000000		7		7
30000000		9		8
34000000		7		9
38000000		8		10
42000000		7		11
46000000		8		12
50000000		8		13
54000000		8		14
58000000		6		15
62000000		8		16
66000000		9		17
70000000		8		18
74000000		8		19
78000000		6		20
82000000		7		21
86000000		7		22
90000000		7		23
94000000		8		24
98000000		8		25
102000000		9		26
106000000		7		27
110000000		6		28
114000000		8		29
118000000		8		30
122000000		8		31
126000000		9		32
130000000		14		33
134000000		9		34
138000000		9		35
142000000		8		36
146000000		8		37
150000000		13		38
154000000		13		39
158000000		8		40
162000000		9		41
166000000		8		42
170000000		9		43
174000000		8		44
178000000		8		45
182000000		13		46
186000000		8		47
190000000		9		48
194000000		13		49
198000000		9		50
202000000		8		51
206000000		8		52
210000000		15		53
214000000		11		54
218000000		8		55
222000000		17		56
226000000		8		57
230000000		8		58
234000000		13		59
238000000		8		60
242000000		11		61
246000000		14		62
250000000		6		63
254000000		10		64
258000000		12		65
262000000		11		66
266000000		10		67
270000000		10		68
274000000		9		69
278000000		9		70
Wyszukiwanie_Binarne_—rednie_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
2000000		2		1
6000000		2		2
10000000		1		3
14000000		2		4
18000000		2		5
22000000		1		6
26000000		2		7
30000000		2		8
34000000		2		9
38000000		3		10
42000000		2		11
46000000		2		12
50000000		1		13
54000000		1		14
58000000		2		15
62000000		2		16
66000000		2		17
70000000		3		18
74000000		2		19
78000000		1		20
82000000		2		21
86000000		2		22
90000000		2		23
94000000		3		24
98000000		1		25
102000000		3		26
106000000		2		27
110000000		3		28
114000000		3		29
118000000		2		30
122000000		2		31
126000000		2		32
130000000		3		33
134000000		2		34
138000000		3		35
142000000		3		36
146000000		3		37
150000000		2		38
154000000		2		39
158000000		3		40
162000000		3		41
166000000		2		42
170000000		2		43
174000000		2		44
178000000		3		45
182000000		3		46
186000000		2		47
190000000		2		48
194000000		2		49
198000000		2		50
202000000		2		51
206000000		3		52
210000000		3		53
214000000		2		54
218000000		3		55
222000000		3		56
226000000		2		57
230000000		2		58
234000000		2		59
238000000		2		60
