Wyszukiwanie_Liniowe_Pesymistyczne_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
2000000		5		1
6000000		17		2
10000000		29		3
14000000		41		4
18000000		53		5
22000000		64		6
26000000		77		7
30000000		87		8
34000000		99		9
38000000		111		10
42000000		123		11
46000000		135		12
50000000		147		13
54000000		158		14
58000000		170		15
62000000		181		16
66000000		193		17
70000000		205		18
74000000		217		19
78000000		228		20
82000000		240		21
86000000		252		22
90000000		264		23
94000000		275		24
98000000		287		25
102000000		299		26
106000000		311		27
110000000		322		28
114000000		335		29
118000000		347		30
122000000		358		31
126000000		370		32
130000000		381		33
134000000		394		34
138000000		405		35
142000000		418		36
146000000		429		37
150000000		440		38
154000000		451		39
158000000		465		40
162000000		475		41
166000000		487		42
170000000		498		43
174000000		511		44
178000000		523		45
182000000		533		46
186000000		547		47
190000000		559		48
194000000		569		49
198000000		581		50
202000000		594		51
206000000		604		52
210000000		617		53
214000000		629		54
218000000		640		55
222000000		651		56
226000000		662		57
230000000		676		58
234000000		688		59
238000000		698		60
242000000		711		61
246000000		723		62
250000000		734		63
254000000		745		64
258000000		760		65
262000000		770		66
266000000		781		67
270000000		794		68
274000000		805		69
278000000		816		70
Wyszukiwanie_Liniowe_—rednie_PomiarCzasu
Matrix_Size	Search_Time	Loops_Number
2000000		12		1
6000000		33		2
10000000		57		3
14000000		81		4
18000000		105		5
22000000		128		6
26000000		152		7
30000000		176		8
34000000		203		9
38000000		222		10
42000000		245		11
46000000		268		12
50000000		293		13
54000000		319		14
58000000		342		15
62000000		363		16
66000000		387		17
70000000		411		18
74000000		434		19
78000000		458		20
82000000		491		21
86000000		512		22
90000000		529		23
94000000		556		24
98000000		579		25
102000000		604		26
106000000		627		27
110000000		651		28
114000000		675		29
118000000		697		30
122000000		719		31
126000000		740		32
130000000		762		33
134000000		786		34
138000000		809		35
142000000		834		36
146000000		857		37
150000000		881		38
154000000		903		39
158000000		929		40
162000000		952		41
166000000		983		42
170000000		999		43
174000000		1021		44
178000000		1044		45
182000000		1069		46
186000000		1103		47
190000000		1116		48
194000000		1145		49
198000000		1164		50
202000000		1188		51
206000000		1208		52
210000000		1233		53
214000000		1256		54
218000000		1281		55
222000000		1304		56
226000000		1328		57
230000000		1349		58
234000000		1374		59
238000000		1395		60
242000000		1420		61
246000000		1446		62
250000000		1469		63
254000000		1494		64
258000000		1518		65
262000000		1542		66
266000000		1562		67
270000000		1588		68
274000000		1608		69
278000000		1634		70
Wyszukiwanie_Liniowe_Pesymistyczne_Instrumentacja
Matrix_Size	Critical_Points	Loops_Number
2000000		2000000		1
6000000		6000000		2
